canonical_common_name,scientific_name,family_sci,family_common,order,regions,alpha_4,aliases,is_model_species
Dusky Chlorospingus,Chlorospingus semifuscus,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Dusky Crag Martin,Ptyonoprogne concolor,Hirundinidae,Swallow sp.,Passeriformes,OR,,,0
Dusky Crested Flycatcher,Elminia nigromitrata,Stenostiridae,Fairy Flycatchers,Passeriformes,AF,,,0
Dusky Crimsonwing,Cryptospiza jacksoni,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Dusky Eagle-Owl,Ketupa coromanda,Strigidae,Owl sp.,Strigiformes,OR,,,0
Dusky Flycatcher,Empidonax oberholseri,Tyrannidae,Flycatcher sp.,Passeriformes,NA,DUFL,American Dusky Flycatcher,1
Dusky Fulvetta,Schoeniparus brunneus,Pellorneidae,Ground Babblers,Passeriformes,OR,,,0
Dusky Gerygone,Gerygone tenebrosa,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Dusky Grasswren,Amytornis purnelli,Maluridae,Australasian Wrens,Passeriformes,AU,,,0
Dusky Grouse,Dendragapus obscurus,Phasianidae,Grouse/Pheasant sp.,Galliformes,NA,DUGR,,1
Dusky Hummingbird,Phaeoptila sordida,Trochilidae,Hummingbird sp.,Apodiformes,MA,DUHU,,0
Dusky Indigobird,Vidua funerea,Viduidae,"Indigobirds, Whydahs",Passeriformes,AF,,,0
Dusky Lark,Pinarocorys nigricans,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Dusky Leaftosser,Sclerurus obscurior,Furnariidae,Ovenbirds,Passeriformes,"MA,SA",,,0
Dusky Long-tailed Cuckoo,Cercococcyx mechowi,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,AF,,,0
Dusky Lory,Pseudeos fuscata,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Dusky Megapode,Megapodius freycinet,Megapodiidae,Megapodes,Galliformes,AU,,,0
Dusky Moorhen,Gallinula tenebrosa,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,AU,,,0
Dusky Munia,Lonchura fuscans,Estrildidae,Scaly-breasted Munia,Passeriformes,OR,,,0
Dusky Myzomela,Myzomela obscura,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Dusky Nightjar,Antrostomus saturatus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,MA,DUNI,,0
Dusky Parrot,Pionus fuscus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Dusky Pigeon,Patagioenas goodsoni,Columbidae,Pigeon/Dove sp.,Columbiformes,SA,DUPI,,0
Dusky Piha,Lipaugus fuscocinereus,Cotingidae,Cotingas,Passeriformes,SA,,,0
Dusky Purpletuft,Iodopleura fusca,Tityridae,"Tityras, Becards & Allies",Passeriformes,SA,,,0
Dusky Robin,Melanodryas vittata,Petroicidae,Australasian Robins,Passeriformes,AU,,,0
Dusky Spinetail,Synallaxis moesta,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Dusky Starfrontlet,Coeligena orina,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Dusky Sunbird,Cinnyris fuscus,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Dusky Tapaculo,Scytalopus fuscus,Rhinocryptidae,Tapaculos,Passeriformes,SA,,,0
Dusky Tetraka,Crossleyia tenebrosa,Bernieridae,Tetrakas & Allies,Passeriformes,AF,,,0
Dusky Thrush,Turdus eunomus,Turdidae,Thrush sp.,Passeriformes,PAL,DUTH,,0
Dusky Tit,Melaniparus funereus,Paridae,Titmouse/Chickadee sp.,Passeriformes,AF,,,0
Dusky Turtle Dove,Streptopelia lugens,Columbidae,Pigeon/Dove sp.,Columbiformes,"AF,PAL",,,0
Dusky Twinspot,Euschistospiza cinereovinacea,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Dusky Warbler,Phylloscopus fuscatus,Phylloscopidae,Leaf Warblers,Passeriformes,PAL,DUWA,,0
Dusky White-eye,Zosterops finschii,Zosteropidae,White-eyes,Passeriformes,PO,,,0
Dusky Woodswallow,Artamus cyanopterus,Artamidae,"Woodswallows, Butcherbirds & Allies",Passeriformes,AU,,,0
Dusky-backed Jacamar,Brachygalba salmoni,Galbulidae,Jacamars,Piciformes,"MA,SA",DBJA,,0
Dusky-billed Parrotlet,Forpus modestus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Dusky-blue Flycatcher,Bradornis comitatus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Dusky-brown Oriole,Oriolus phaeochromus,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,AU,,,0
Dusky-capped Flycatcher,Myiarchus tuberculifer,Tyrannidae,Flycatcher sp.,Passeriformes,"NA,MA,SA",DCFL,,0
Dusky-capped Greenlet,Pachysylvia hypoxantha,Vireonidae,Vireo sp.,Passeriformes,SA,,,0
Dusky-capped Woodcreeper,Lepidocolaptes fuscicapillus,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Dusky-cheeked Fig Parrot,Cyclopsitta melanogenia,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Dusky-chested Flycatcher,Myiozetetes luteiventris,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Dusky-faced Tanager,Mitrospingus cassinii,Mitrospingidae,Mitrospingid Tanagers,Passeriformes,"MA,SA",DFTA,,0
Dusky-green Oropendola,Psarocolius atrovirens,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Dusky-headed Brushfinch,Atlapetes fuscoolivaceus,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Dusky-headed Parakeet,Aratinga weddellii,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Dusky-legged Guan,Penelope obscura,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
Dusky-tailed Antbird,Drymophila malura,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Dusky-tailed Canastero,Pseudasthenes humicola,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Dusky-tailed Flatbill,Ramphotrigon fuscicauda,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Dusky-throated Antshrike,Thamnomanes ardesiacus,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Dusky-throated Hermit,Phaethornis squalidus,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Dwarf Bittern,Botaurus sturmii,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,AF,,,0
Dwarf Cassowary,Casuarius bennetti,Casuariidae,"Cassowaries, Emu",Casuariiformes,AU,,,0
Dwarf Cuckoo,Coccycua pumila,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,SA,DWCU,,0
Dwarf Fruit Dove,Ptilinopus nainus,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Dwarf Honeyguide,Indicator pumilio,Indicatoridae,Honeyguides,Piciformes,AF,,,0
Dwarf Jay,Cyanolyca nanus,Corvidae,Corvid sp.,Passeriformes,MA,DWJA,,0
Dwarf Koel,Microdynamis parva,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,AU,,,0
Dwarf Sparrowhawk,Tachyspiza nanus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AU,,,0
Dwarf Tinamou,Taoniscus nanus,Tinamidae,Tinamous,Tinamiformes,SA,,,0
Dwarf Tyrant-Manakin,Tyranneutes stolzmanni,Pipridae,Manakins,Passeriformes,SA,,,0
Dwarf Vireo,Vireo nelsoni,Vireonidae,Vireo sp.,Passeriformes,MA,DWVI,,0
Dybowski's Twinspot,Euschistospiza dybowskii,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Eared Dove,Zenaida auriculata,Columbidae,Pigeon/Dove sp.,Columbiformes,SA,EADO,,0
Eared Grebe,Podiceps nigricollis,Podicipedidae,Grebe sp.,Podicipediformes,"PAL,AF,NA,MA",EAGR,Black-necked Grebe,1
Eared Pitta,Hydrornis phayrei,Pittidae,Pittas,Passeriformes,OR,,,0
Eared Poorwill,Nyctiphrynus mcleodii,Caprimulgidae,Nightjar sp.,Caprimulgiformes,MA,EAPO,,0
Eared Pygmy Tyrant,Myiornis auricularis,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Eared Quetzal,Euptilotis neoxenus,Trogonidae,Trogons,Trogoniformes,MA,EAQU,,0
East Amazonian Fire-eye,Pyriglena leuconota,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
East Andean Antbird,Drymophila caudata,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
East Brazilian Chachalaca,Ortalis araucuan,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
East Brazilian Pygmy Owl,Glaucidium minutissimum,Strigidae,Owl sp.,Strigiformes,SA,,,0
East Coast Akalat,Sheppardia gunningi,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
East Coast Boubou,Laniarius sublacteus,Malaconotidae,Bushshrikes,Passeriformes,AF,,,0
Eastern Alpine Mannikin,Lonchura monticola,Estrildidae,Scaly-breasted Munia,Passeriformes,AU,,,0
Eastern Barn Owl,Tyto javanica,Tytonidae,Barn Owl,Strigiformes,"OR,AU,PO",,,0
Eastern Bearded Greenbul,Criniger chloronotus,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Eastern Black-eared Wheatear,Oenanthe melanoleuca,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,,,0
Eastern Black-headed Batis,Batis minor,Platysteiridae,"Wattle-eyes, Batises",Passeriformes,AF,,,0
Eastern Bluebird,Sialia sialis,Turdidae,Thrush sp.,Passeriformes,"NA,MA",EABL,,1
Eastern Bluebonnet,Northiella haematogaster,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Eastern Bonelli's Warbler,Phylloscopus orientalis,Phylloscopidae,Leaf Warblers,Passeriformes,PAL,,,0
Eastern Bristlebird,Dasyornis brachypterus,Dasyornithidae,Bristlebirds,Passeriformes,AU,,,0
Eastern Bronze-naped Pigeon,Columba delegorguei,Columbidae,Pigeon/Dove sp.,Columbiformes,AF,,,0
Eastern Buzzard,Buteo japonicus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,OR,,,0
Eastern Cattle Egret,Ardea coromanda,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,OR,EACE,,0
Eastern Chanting Goshawk,Melierax poliopterus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Eastern Chat-Tanager,Calyptophilus frugivorus,Calyptophilidae,Chat-tanagers,Passeriformes,NA,EACT,,0
Eastern Clapper Lark,Corypha fasciolata,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Eastern Crested Berrypecker,Paramythia montium,Paramythiidae,Painted Berrypeckers,Passeriformes,AU,,,0
Eastern Crested Guineafowl,Guttera pucherani,Numididae,Guineafowl,Galliformes,AF,,,0
Eastern Crowned Warbler,Phylloscopus coronatus,Phylloscopidae,Leaf Warblers,Passeriformes,PAL,,,0
Eastern Double-collared Sunbird,Cinnyris mediocris,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Eastern Dwarf Hornbill,Horizocerus granti,Bucerotidae,Hornbills,Bucerotiformes,AF,,,0
Eastern Golden Weaver,Ploceus subaureus,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Eastern Grass Owl,Tyto longimembris,Tytonidae,Barn Owl,Strigiformes,"OR,AU",,,0
Eastern Grey Woodpecker,Dendropicos spodocephalus,Picidae,Woodpecker sp.,Piciformes,AF,,,0
Eastern Hooded Pitta,Pitta novaeguineae,Pittidae,Pittas,Passeriformes,AU,,,0
Eastern Imperial Eagle,Aquila heliaca,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,PAL,,,0
Eastern Jungle Crow,Corvus levaillantii,Corvidae,Corvid sp.,Passeriformes,OR,,,0
Eastern Kingbird,Tyrannus tyrannus,Tyrannidae,Flycatcher sp.,Passeriformes,NA,EAKI,,1
Eastern Long-billed Lark,Certhilauda semitorquata,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Eastern Long-tailed Hornbill,Horizocerus cassini,Bucerotidae,Hornbills,Bucerotiformes,AF,,,0
Eastern Marsh Harrier,Circus spilonotus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,PAL,,,0
Eastern Meadowlark,Sturnella magna,Icteridae,Blackbird/Oriole sp.,Passeriformes,"NA,MA,SA",EAME,,1
Eastern Miombo Sunbird,Cinnyris manoensis,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Eastern Nicator,Nicator gularis,Nicatoridae,Nicators,Passeriformes,AF,,,0
Eastern Olivaceous Flatbill,Rhynchocyclus olivaceus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,OLIF,,0
Eastern Olivaceous Warbler,Iduna pallida,Acrocephalidae,Reed Warblers & Allies,Passeriformes,"PAL,AF",,,0
Eastern Orphean Warbler,Curruca crassirostris,Sylviidae,Sylviid Babblers,Passeriformes,PAL,,,0
Eastern Parotia,Parotia helenae,Paradisaeidae,Birds-of-paradise,Passeriformes,AU,,,0
Eastern Phoebe,Sayornis phoebe,Tyrannidae,Flycatcher sp.,Passeriformes,NA,EAPH,,1
Eastern Plantain-eater,Crinifer zonurus,Musophagidae,Turacos,Musophagiformes,AF,,,0
Eastern Red-rumped Swallow,Cecropis daurica,Hirundinidae,Swallow sp.,Passeriformes,"PAL,OR",,,0
Eastern Rock Nuthatch,Sitta tephronota,Sittidae,Nuthatch sp.,Passeriformes,PAL,,,0
Eastern Rockhopper Penguin,Eudyptes filholi,Spheniscidae,Penguins,Sphenisciformes,"IO,AU",,,0
Eastern Rosella,Platycercus eximius,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Eastern Screech-Owl,Megascops asio,Strigidae,Owl sp.,Strigiformes,"NA,MA",EASO,Eastern Screech Owl,1
Eastern Shriketit,Falcunculus frontatus,Falcunculidae,Shriketits,Passeriformes,AU,,,0
Eastern Spinebill,Acanthorhynchus tenuirostris,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Eastern Spot-billed Duck,Anas zonorhyncha,Anatidae,Waterfowl sp.,Anseriformes,OR,ESBD,,0
Eastern Striolated Puffbird,Nystalus striolatus,Bucconidae,Puffbirds,Piciformes,SA,,,0
Eastern Subalpine Warbler,Curruca cantillans,Sylviidae,Sylviid Babblers,Passeriformes,PAL,,,0
Eastern Towhee,Pipilo erythrophthalmus,Passerellidae,Sparrow sp.,Passeriformes,NA,EATO,,1
Eastern Violet-backed Sunbird,Anthreptes orientalis,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Eastern Wattled Cuckooshrike,Lobotos oriolinus,Campephagidae,Cuckooshrikes,Passeriformes,AF,,,0
Eastern Whip-poor-will,Antrostomus vociferus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,NA,EWPW,,1
Eastern Whipbird,Psophodes olivaceus,Psophodidae,Whipbirds,Passeriformes,AU,,,0
Eastern Wood-Pewee,Contopus virens,Tyrannidae,Flycatcher sp.,Passeriformes,NA,EAWP,Eastern Wood Pewee,1
Eastern Woodhaunter,Automolus subulatus,Furnariidae,Ovenbirds,Passeriformes,SA,STPW,,0
Eastern Yellow Robin,Eopsaltria australis,Petroicidae,Australasian Robins,Passeriformes,AU,,,0
Eastern Yellow Wagtail,Motacilla tschutschensis,Motacillidae,Pipit/Wagtail sp.,Passeriformes,"PAL,NA",EYWA,,0
Eastern Yellow-billed Barbet,Trachylaemus purpuratus,Lybiidae,African Barbets,Piciformes,AF,,,0
Eastern Yellow-billed Hornbill,Tockus flavirostris,Bucerotidae,Hornbills,Bucerotiformes,AF,,,0
Eaton's Pintail,Anas eatoni,Anatidae,Waterfowl sp.,Anseriformes,IO,,,0
Echo Parakeet,Psittacula eques,Psittaculidae,Old World Parrots,Psittaciformes,IO,,,0
Ecuadorian Cacique,Cacicus sclateri,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Ecuadorian Ground Dove,Columbina buckleyi,Columbidae,Pigeon/Dove sp.,Columbiformes,SA,,,0
Ecuadorian Hillstar,Oreotrochilus chimborazo,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Ecuadorian Piculet,Picumnus sclateri,Picidae,Woodpecker sp.,Piciformes,SA,,,0
Ecuadorian Piedtail,Phlogophilus hemileucurus,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Ecuadorian Rail,Rallus aequatorialis,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Ecuadorian Seedeater,Amaurospiza aequatorialis,Cardinalidae,Cardinal/Grosbeak/Bunting sp.,Passeriformes,SA,,,0
Ecuadorian Thrush,Turdus maculirostris,Turdidae,Thrush sp.,Passeriformes,SA,,,0
Ecuadorian Trogon,Trogon mesurus,Trogonidae,Trogons,Trogoniformes,SA,,,0
Ecuadorian Tyrannulet,Phylloscartes gualaquizae,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Edible-nest Swiftlet,Aerodramus fuciphagus,Apodidae,Swift sp.,Apodiformes,"OR,AU",,,0
Edwards's Fig Parrot,Psittaculirostris edwardsii,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Edwards's Pheasant,Lophura edwardsi,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Egyptian Goose,Alopochen aegyptiaca,Anatidae,Waterfowl sp.,Anseriformes,AF,EGGO,,0
Egyptian Nightjar,Caprimulgus aegyptius,Caprimulgidae,Nightjar sp.,Caprimulgiformes,"PAL,AF",,,0
Egyptian Plover,Pluvianus aegyptius,Pluvianidae,Egyptian Plover,Charadriiformes,AF,,,0
Egyptian Vulture,Neophron percnopterus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"AF,PAL,OR",,,0
Eiao Monarch,Pomarea fluxa †,Monarchidae,Monarchs,Passeriformes,PO,,,0
El Oro Parakeet,Pyrrhura orcesi,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
El Oro Tapaculo,Scytalopus robbinsi,Rhinocryptidae,Tapaculos,Passeriformes,SA,,,0
Elegant Crescentchest,Melanopareia elegans,Melanopareiidae,Crescentchests,Passeriformes,SA,,,0
Elegant Crested Tinamou,Eudromia elegans,Tinamidae,Tinamous,Tinamiformes,SA,,,0
Elegant Euphonia,Chlorophonia elegantissima,Fringillidae,Finch sp.,Passeriformes,MA,ELEU,,0
Elegant Honeyeater,Microptilotis cinereifrons,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Elegant Imperial Pigeon,Ducula concinna,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Elegant Parrot,Neophema elegans,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Elegant Pitta,Pitta elegans,Pittidae,Pittas,Passeriformes,AU,,,0
Elegant Quail,Callipepla douglasii,Odontophoridae,New World Quail sp.,Galliformes,MA,ELQU,,0
Elegant Sunbird,Aethopyga duyvenbodei,Nectariniidae,Sunbirds,Passeriformes,AU,,,0
Elegant Tern,Thalasseus elegans,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,"NA,MA",ELTE,,0
Elegant Tit,Pardaliparus elegans,Paridae,Titmouse/Chickadee sp.,Passeriformes,OR,,,0
Elegant Trogon,Trogon elegans,Trogonidae,Trogons,Trogoniformes,"NA,MA",ELTR,,0
Elegant Woodcreeper,Xiphorhynchus elegans,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Eleonora's Falcon,Falco eleonorae,Falconidae,Falcon/Caracara sp.,Falconiformes,PAL,,,0
Elf Owl,Micrathene whitneyi,Strigidae,Owl sp.,Strigiformes,"NA,MA",ELOW,,0
Elfin Woods Warbler,Setophaga angelae,Parulidae,Warbler sp.,Passeriformes,NA,EWWA,,0
Elgon Francolin,Scleroptila elgonensis,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,,,0
Elliot's Laughingthrush,Trochalopteron elliotii,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,PAL,,,0
Elliot's Pheasant,Syrmaticus ellioti,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Elliot's Storm Petrel,Oceanites gracilis,Oceanitidae,Austral Storm Petrels,Procellariiformes,PO,,,0
Elliot's Woodpecker,Dendropicos elliotii,Picidae,Woodpecker sp.,Piciformes,AF,,,0
Elusive Antpitta,Grallaria eludens,Grallariidae,Antpittas,Passeriformes,SA,,,0
Emei Leaf Warbler,Phylloscopus emeiensis,Phylloscopidae,Leaf Warblers,Passeriformes,OR,,,0
Emei Shan Liocichla,Liocichla omeiensis,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Emerald Starling,Lamprotornis iris,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Emerald Tanager,Tangara florida,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",EMTA,,0
Emerald Toucanet,Aulacorhynchus prasinus,Ramphastidae,Toucans,Piciformes,MA,NOET,,0
Emerald-bellied Puffleg,Eriocnemis aline,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Emerald-chinned Hummingbird,Abeillia abeillei,Trochilidae,Hummingbird sp.,Apodiformes,MA,ECHU,,0
Emerald-spotted Wood Dove,Turtur chalcospilos,Columbidae,Pigeon/Dove sp.,Columbiformes,AF,,,0
Emin's Shrike,Lanius gubernator,Laniidae,Shrike sp.,Passeriformes,AF,,,0
Emperor Bird-of-paradise,Paradisaea guilielmi,Paradisaeidae,Birds-of-paradise,Passeriformes,AU,,,0
Emperor Fairywren,Malurus cyanocephalus,Maluridae,Australasian Wrens,Passeriformes,AU,,,0
Emperor Goose,Anser canagicus,Anatidae,Waterfowl sp.,Anseriformes,"NA,PAL",EMGO,,0
Emperor Penguin,Aptenodytes forsteri,Spheniscidae,Penguins,Sphenisciformes,AN,,,0
Empress Brilliant,Heliodoxa imperatrix,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Emu,Dromaius novaehollandiae,Casuariidae,"Cassowaries, Emu",Casuariiformes,AU,,,0
Enggano Cuckoo-Dove,Macropygia cinnamomea,Columbidae,Pigeon/Dove sp.,Columbiformes,OR,,,0
Enggano Imperial Pigeon,Ducula oenothorax,Columbidae,Pigeon/Dove sp.,Columbiformes,OR,,,0
Enggano Scops Owl,Otus enganensis,Strigidae,Owl sp.,Strigiformes,OR,,,0
Enggano Thrush,Geokichla leucolaema,Turdidae,Thrush sp.,Passeriformes,OR,,,0
Epaulet Oriole,Icterus cayanensis,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Equatorial Akalat,Sheppardia aequatorialis,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Equatorial Antpitta,Grallaria saturata,Grallariidae,Antpittas,Passeriformes,SA,,,0
Equatorial Greytail,Xenerpestes singularis,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Erckel's Spurfowl,Pternistis erckelii,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,ERFR,,0
Erect-crested Penguin,Eudyptes sclateri,Spheniscidae,Penguins,Sphenisciformes,AU,,,0
Eskimo Curlew,Numenius borealis,Scolopacidae,Sandpiper sp.,Charadriiformes,NA,ESCU,,0
Esmeraldas Antbird,Sipia nigricauda,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Esmeraldas Woodstar,Chaetocercus berlepschi,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Espanola Cactus Finch,Geospiza conirostris,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Espanola Mockingbird,Mimus macdonaldi,Mimidae,Mockingbird/Thrasher sp.,Passeriformes,SA,,,0
Ethiopian Bee-eater,Merops lafresnayii,Meropidae,Bee-eaters,Coraciiformes,AF,,,0
Ethiopian Boubou,Laniarius aethiopicus,Malaconotidae,Bushshrikes,Passeriformes,AF,,,0
Ethiopian Cisticola,Cisticola lugubris,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Ethiopian Oriole,Oriolus monacha,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,AF,,,0
Ethiopian Siskin,Serinus nigriceps,Fringillidae,Finch sp.,Passeriformes,AF,,,0
Ethiopian Swallow,Hirundo aethiopica,Hirundinidae,Swallow sp.,Passeriformes,AF,,,0
Ethiopian Thrush,Turdus simensis,Turdidae,Thrush sp.,Passeriformes,AF,,,0
Ethiopian White-eye,Zosterops poliogastrus,Zosteropidae,White-eyes,Passeriformes,AF,,,0
Euler's Flycatcher,Lathrotriccus euleri,Tyrannidae,Flycatcher sp.,Passeriformes,SA,EUFL,,0
Eungella Honeyeater,Bolemoreus hindwoodi,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Eurasian Bittern,Botaurus stellaris,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,"PAL,AF",,,0
Eurasian Blackcap,Sylvia atricapilla,Sylviidae,Sylviid Babblers,Passeriformes,PAL,EUBC,,0
Eurasian Blue Tit,Cyanistes caeruleus,Paridae,Titmouse/Chickadee sp.,Passeriformes,PAL,,,0
Eurasian Bullfinch,Pyrrhula pyrrhula,Fringillidae,Finch sp.,Passeriformes,PAL,EUBU,,0
Eurasian Chaffinch,Fringilla coelebs,Fringillidae,Finch sp.,Passeriformes,PAL,CCHA,,0
Eurasian Collared-Dove,Streptopelia decaocto,Columbidae,Pigeon/Dove sp.,Columbiformes,"PAL,OR",EUCD,Eurasian Collared Dove,1
Eurasian Coot,Fulica atra,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,"PAL,OR,AU",EUCO,,0
Eurasian Crag Martin,Ptyonoprogne rupestris,Hirundinidae,Swallow sp.,Passeriformes,PAL,,,0
Eurasian Curlew,Numenius arquata,Scolopacidae,Sandpiper sp.,Charadriiformes,PAL,EUCU,,0
Eurasian Dotterel,Eudromias morinellus,Charadriidae,Plover sp.,Charadriiformes,PAL,EUDO,,0
Eurasian Eagle-Owl,Bubo bubo,Strigidae,Owl sp.,Strigiformes,PAL,,,0
Eurasian Golden Oriole,Oriolus oriolus,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,PAL,,,0
Eurasian Goshawk,Astur gentilis,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,PAL,EGOS,,0
Eurasian Hobby,Falco subbuteo,Falconidae,Falcon/Caracara sp.,Falconiformes,PAL,EUHO,,0
Eurasian Hoopoe,Upupa epops,Upupidae,Hoopoes,Bucerotiformes,"PAL,AF,OR",COHO,,0
Eurasian Jay,Garrulus glandarius,Corvidae,Corvid sp.,Passeriformes,"PAL,OR",,,0
Eurasian Magpie,Pica pica,Corvidae,Corvid sp.,Passeriformes,PAL,,,0
Eurasian Nuthatch,Sitta europaea,Sittidae,Nuthatch sp.,Passeriformes,PAL,,,0
Eurasian Oystercatcher,Haematopus ostralegus,Haematopodidae,Oystercatcher sp.,Charadriiformes,PAL,EUOY,,0
Eurasian Penduline Tit,Remiz pendulinus,Remizidae,Verdin,Passeriformes,PAL,,,0
Eurasian Pygmy Owl,Glaucidium passerinum,Strigidae,Owl sp.,Strigiformes,PAL,,,0
